number_of_rentals,season,month,day,weekday,hour,is_holiday,is_weekend,temp_C,perceived_temp_C,humidity_percent,wind_speed_kmh,weather_code
1053,0,3,29,1,15,0,0,12.5,12.5,38.5,23.0,1
1365,0,3,29,1,16,0,0,12.0,12.0,47.5,27.0,7
1710,0,3,29,1,17,0,0,9.0,5.5,68.5,26.5,7
1090,0,3,29,1,18,0,0,8.5,5.0,76.5,25.0,7
609,0,3,29,1,19,0,0,7.0,3.5,87.0,19.5,7
512,0,3,29,1,20,0,0,8.0,5.5,82.0,16.5,2
410,0,3,29,1,21,0,0,8.0,4.5,82.0,22.0,2
318,0,3,29,1,22,0,0,7.5,4.5,78.5,20.0,2
199,0,3,29,1,23,0,0,7.0,4.0,81.0,15.0,1
109,0,3,30,2,0,0,0,7.0,4.0,81.0,17.0,2
75,0,3,30,2,1,0,0,7.0,4.0,81.0,18.5,1
52,0,3,30,2,2,0,0,7.0,4.0,81.0,19.0,1
33,0,3,30,2,3,0,0,6.5,3.5,81.0,18.0,1
36,0,3,30,2,4,0,0,6.0,3.0,87.0,15.0,2
87,0,3,30,2,5,0,0,6.0,3.0,81.0,16.0,1
545,0,3,30,2,6,0,0,6.0,3.0,81.0,18.0,2
1727,0,3,30,2,7,0,0,6.5,3.5,78.5,18.5,1
3572,0,3,30,2,8,0,0,7.5,4.5,73.5,18.5,1
1710,0,3,30,2,9,0,0,8.5,5.5,71.0,19.0,2
896,0,3,30,2,10,0,0,9.5,6.5,64.0,20.0,2
880,0,3,30,2,11,0,0,10.5,9.0,60.0,24.0,2
1063,0,3,30,2,12,0,0,12.0,12.0,50.5,21.5,2
1178,0,3,30,2,13,0,0,12.5,12.5,47.0,23.0,2
1081,0,3,30,2,14,0,0,12.0,12.0,47.5,25.0,2
1162,0,3,30,2,15,0,0,13.0,13.0,47.0,19.0,2
1540,0,3,30,2,16,0,0,13.0,13.0,44.0,20.5,2
2941,0,3,30,2,17,0,0,12.5,12.5,45.5,17.0,1
3189,0,3,30,2,18,0,0,12.0,12.0,51.0,13.0,2
1894,0,3,30,2,19,0,0,10.5,9.5,60.0,17.0,7
1111,0,3,30,2,20,0,0,9.5,7.5,64.0,13.0,2
711,0,3,30,2,21,0,0,9.5,7.5,69.0,12.0,2
533,0,3,30,2,22,0,0,9.0,7.5,71.0,11.0,2
391,0,3,30,2,23,0,0,9.0,7.0,71.0,12.0,1
164,0,3,31,3,0,0,0,8.0,6.5,76.0,8.0,1
82,0,3,31,3,1,0,0,8.5,8.0,74.0,5.0,1
94,0,3,31,3,2,0,0,8.0,7.0,71.0,6.0,1
48,0,3,31,3,3,0,0,7.0,6.0,73.5,6.5,1
30,0,3,31,3,4,0,0,7.0,6.5,71.0,5.0,1
104,0,3,31,3,5,0,0,6.0,5.0,76.0,6.0,1
533,0,3,31,3,6,0,0,6.0,4.0,76.0,7.0,1
1890,0,3,31,3,7,0,0,6.0,4.0,76.0,9.0,1
3635,0,3,31,3,8,0,0,6.5,4.5,73.5,8.0,1
1929,0,3,31,3,9,0,0,7.0,5.0,71.0,11.0,1
961,0,3,31,3,10,0,0,9.0,7.0,62.0,15.0,1
967,0,3,31,3,11,0,0,10.0,8.0,56.0,16.0,2
1259,0,3,31,3,12,0,0,10.5,9.5,48.5,15.0,2
1344,0,3,31,3,13,0,0,11.5,11.5,44.0,17.0,2
1280,0,3,31,3,14,0,0,12.0,12.0,42.5,18.0,2
1306,0,3,31,3,15,0,0,12.0,12.0,39.5,14.0,2
1739,0,3,31,3,16,0,0,12.0,12.0,41.0,14.0,1
3170,0,3,31,3,17,0,0,12.0,12.0,39.5,14.0,1
3206,0,3,31,3,18,0,0,10.5,9.5,60.0,19.5,2
1842,0,3,31,3,19,0,0,10.0,8.0,62.0,19.0,2
1001,0,3,31,3,20,0,0,9.0,8.0,62.0,7.5,2
726,0,3,31,3,21,0,0,8.0,7.5,71.0,5.5,2
600,0,3,31,3,22,0,0,7.5,7.0,73.5,5.0,1
394,0,3,31,3,23,0,0,7.0,6.5,76.0,5.0,1
216,0,4,1,4,0,0,0,6.5,6.5,78.5,2.0,1
136,0,4,1,4,1,0,0,5.5,5.5,84.0,0.0,1
100,0,4,1,4,2,0,0,5.0,5.0,84.0,2.0,1
56,0,4,1,4,3,0,0,4.5,4.5,90.0,0.0,1
53,0,4,1,4,4,0,0,4.0,4.0,90.0,0.0,1
97,0,4,1,4,5,0,0,3.5,3.0,87.0,3.0,1
495,0,4,1,4,6,0,0,3.0,3.0,87.0,2.0,1
1630,0,4,1,4,7,0,0,4.0,3.0,87.0,5.5,1
3485,0,4,1,4,8,0,0,6.0,4.0,78.5,8.0,1
1911,0,4,1,4,9,0,0,9.0,7.5,64.5,8.0,1
999,0,4,1,4,10,0,0,10.5,9.5,52.0,12.0,1
1035,0,4,1,4,11,0,0,11.5,11.5,48.5,17.0,1
1317,0,4,1,4,12,0,0,12.0,12.0,47.0,18.0,1
1357,0,4,1,4,13,0,0,13.0,13.0,49.0,19.5,2
1299,0,4,1,4,14,0,0,12.5,12.5,49.0,20.5,2
1431,0,4,1,4,15,0,0,12.5,12.5,47.0,21.0,2
1750,0,4,1,4,16,0,0,12.0,12.0,51.0,21.0,2
3015,0,4,1,4,17,0,0,11.0,11.0,50.5,22.0,2
2608,0,4,1,4,18,0,0,11.0,11.0,50.0,19.5,2
1560,0,4,1,4,19,0,0,10.5,9.5,56.0,14.0,1
855,0,4,1,4,20,0,0,10.0,8.0,64.5,15.0,1
620,0,4,1,4,21,0,0,9.0,7.0,68.5,13.0,1
586,0,4,1,4,22,0,0,9.0,7.0,68.5,13.0,1
526,0,4,1,4,23,0,0,9.0,7.0,64.0,12.0,1
363,0,4,2,5,0,0,1,9.0,7.0,62.0,12.0,1
299,0,4,2,5,1,0,1,9.0,7.0,58.0,14.0,1
238,0,4,2,5,2,0,1,9.0,7.0,60.0,15.0,1
132,0,4,2,5,3,0,1,9.0,7.0,62.0,13.0,1
102,0,4,2,5,4,0,1,9.0,7.0,66.0,12.0,1
94,0,4,2,5,5,0,1,9.0,7.0,68.5,11.0,1
108,0,4,2,5,6,0,1,9.0,7.0,71.0,13.0,1
237,0,4,2,5,7,0,1,10.0,8.0,69.0,11.0,1
480,0,4,2,5,8,0,1,10.5,9.5,64.5,11.0,1
900,0,4,2,5,9,0,1,12.0,12.0,51.0,16.0,1
1446,0,4,2,5,10,0,1,13.0,13.0,47.0,18.0,1
2067,0,4,2,5,11,0,1,13.5,13.5,44.0,20.0,2
2803,0,4,2,5,12,0,1,14.0,14.0,41.0,20.0,2
2883,0,4,2,5,13,0,1,14.5,14.5,37.5,17.0,1
3096,0,4,2,5,14,0,1,15.0,15.0,37.5,13.0,1
3201,0,4,2,5,15,0,1,14.5,14.5,37.5,15.0,1
2601,0,4,2,5,16,0,1,13.5,13.5,42.5,19.0,7
1341,0,4,2,5,17,0,1,11.5,11.5,59.0,21.0,7
748,0,4,2,5,18,0,1,10.5,9.5,62.5,15.0,7
400,0,4,2,5,19,0,1,9.0,6.5,84.5,14.0,7
187,0,4,2,5,20,0,1,9.0,7.0,87.0,13.0,7
189,0,4,2,5,21,0,1,8.0,5.0,93.0,16.0,7
218,0,4,2,5,22,0,1,8.0,5.0,93.0,15.0,7
234,0,4,2,5,23,0,1,8.0,6.0,93.0,12.0,7
284,0,4,3,6,0,0,1,8.5,6.5,97.0,10.0,7
198,0,4,3,6,1,0,1,9.0,8.0,94.0,6.5,7
158,0,4,3,6,2,0,1,9.0,8.0,94.0,7.5,7
99,0,4,3,6,3,0,1,9.0,8.0,90.5,8.0,7
93,0,4,3,6,4,0,1,9.0,7.0,87.0,13.0,7
69,0,4,3,6,5,0,1,9.0,7.5,87.0,12.0,4
93,0,4,3,6,6,0,1,8.5,8.0,87.0,5.0,3
152,0,4,3,6,7,0,1,8.0,7.0,87.0,6.5,2
320,0,4,3,6,8,0,1,9.0,7.5,87.0,9.5,2
694,0,4,3,6,9,0,1,10.5,9.5,76.5,10.0,2
1365,0,4,3,6,10,0,1,12.0,12.0,72.0,12.0,2
2018,0,4,3,6,11,0,1,12.5,12.5,65.0,14.0,3
2620,0,4,3,6,12,0,1,14.0,14.0,61.0,11.0,3
2985,0,4,3,6,13,0,1,15.0,15.0,55.0,15.0,2
2696,0,4,3,6,14,0,1,15.0,15.0,55.0,11.0,1
2563,0,4,3,6,15,0,1,16.0,16.0,53.5,13.0,1
2586,0,4,3,6,16,0,1,17.0,17.0,49.0,17.0,1
2138,0,4,3,6,17,0,1,16.0,16.0,48.0,17.0,1
1735,0,4,3,6,18,0,1,14.5,14.5,63.0,18.5,7
643,0,4,3,6,19,0,1,12.5,12.5,79.5,19.5,10
458,0,4,3,6,20,0,1,11.0,11.0,88.0,14.0,7
387,0,4,3,6,21,0,1,11.0,11.0,94.0,9.0,1
339,0,4,3,6,22,0,1,11.0,11.0,94.0,8.0,7
248,0,4,3,6,23,0,1,10.5,10.5,97.0,4.5,1
158,0,4,4,0,0,0,0,11.0,11.0,91.0,6.5,1
88,0,4,4,0,1,0,0,10.5,9.5,91.0,11.0,1
59,0,4,4,0,2,0,0,10.5,10.0,88.0,9.0,7
43,0,4,4,0,3,0,0,10.0,9.0,88.0,8.0,2
60,0,4,4,0,4,0,0,10.0,9.0,88.0,9.0,1
94,0,4,4,0,5,0,0,10.0,8.5,82.0,9.0,1
541,0,4,4,0,6,0,0,10.0,9.5,82.0,7.5,1
1791,0,4,4,0,7,0,0,10.0,8.5,82.0,10.0,1
3639,0,4,4,0,8,0,0,10.0,8.0,82.0,12.0,2
1782,0,4,4,0,9,0,0,10.5,9.5,79.5,15.0,2
838,0,4,4,0,10,0,0,12.0,12.0,67.0,21.0,2
841,0,4,4,0,11,0,0,12.5,12.5,67.5,20.5,2
902,0,4,4,0,12,0,0,13.0,13.0,63.0,18.0,2
1020,0,4,4,0,13,0,0,12.0,12.0,67.0,19.5,3
1013,0,4,4,0,14,0,0,13.0,13.0,63.0,19.0,3
1012,0,4,4,0,15,0,0,12.5,12.5,65.0,16.0,3
1352,0,4,4,0,16,0,0,13.0,13.0,63.0,19.5,3
2582,0,4,4,0,17,0,0,12.0,12.0,77.0,18.5,7
3074,0,4,4,0,18,0,0,12.0,12.0,72.0,19.0,2
1738,0,4,4,0,19,0,0,11.5,11.5,74.5,14.0,2
1065,0,4,4,0,20,0,0,11.0,11.0,77.0,12.0,1
646,0,4,4,0,21,0,0,10.5,9.5,79.5,12.0,1
470,0,4,4,0,22,0,0,9.5,8.5,84.5,9.0,1
301,0,4,4,0,23,0,0,9.0,7.0,87.0,11.0,2
171,0,4,5,1,0,0,0,9.0,7.0,87.0,12.0,2
88,0,4,5,1,1,0,0,9.0,8.0,87.0,8.0,3
55,0,4,5,1,2,0,0,9.0,7.0,87.0,12.0,2
43,0,4,5,1,3,0,0,8.5,7.5,90.0,7.5,1
55,0,4,5,1,4,0,0,8.5,7.5,90.0,6.5,2
100,0,4,5,1,5,0,0,9.0,7.0,87.0,13.0,3
666,0,4,5,1,6,0,0,9.0,7.0,94.0,13.0,3
2040,0,4,5,1,7,0,0,9.0,7.0,87.0,13.0,2
4061,0,4,5,1,8,0,0,10.0,8.0,82.0,11.0,2
1939,0,4,5,1,9,0,0,11.5,11.5,74.5,14.0,2
1024,0,4,5,1,10,0,0,12.0,12.0,67.0,17.0,2
935,0,4,5,1,11,0,0,13.0,13.0,61.0,18.0,2
1268,0,4,5,1,12,0,0,13.5,13.5,57.0,18.0,2
1387,0,4,5,1,13,0,0,14.5,14.5,51.0,19.5,2
1319,0,4,5,1,14,0,0,14.5,14.5,44.5,23.5,2
1391,0,4,5,1,15,0,0,14.5,14.5,46.5,21.0,2
1933,0,4,5,1,16,0,0,14.5,14.5,41.5,23.0,1
3579,0,4,5,1,17,0,0,14.0,14.0,41.0,21.0,1
3606,0,4,5,1,18,0,0,14.0,14.0,42.5,15.0,1
2193,0,4,5,1,19,0,0,13.5,13.5,44.0,14.0,1
1172,0,4,5,1,20,0,0,13.0,13.0,47.0,6.5,1
739,0,4,5,1,21,0,0,12.5,12.5,50.5,15.5,1
512,0,4,5,1,22,0,0,11.5,11.5,58.0,18.0,1
299,0,4,5,1,23,0,0,10.5,9.5,60.0,18.0,1
146,0,4,6,2,0,0,0,9.0,6.0,62.0,19.5,1
100,0,4,6,2,1,0,0,9.0,6.0,58.0,19.5,1
59,0,4,6,2,2,0,0,8.0,5.0,68.5,18.5,1
41,0,4,6,2,3,0,0,7.0,4.0,78.5,18.0,1
43,0,4,6,2,4,0,0,7.5,5.0,78.5,16.0,1
89,0,4,6,2,5,0,0,8.0,5.0,76.0,16.0,3
599,0,4,6,2,6,0,0,8.0,5.0,76.0,18.0,3
1807,0,4,6,2,7,0,0,8.5,5.0,82.0,22.0,3
3221,0,4,6,2,8,0,0,9.0,6.0,87.0,24.0,7
1409,0,4,6,2,9,0,0,10.0,7.0,85.0,24.0,3
715,0,4,6,2,10,0,0,10.5,9.0,80.0,29.0,3
816,0,4,6,2,11,0,0,12.5,12.5,63.0,26.0,2
952,0,4,6,2,12,0,0,12.5,12.5,51.0,30.5,2
818,0,4,6,2,13,0,0,12.5,12.5,57.0,28.0,7
840,0,4,6,2,14,0,0,10.5,8.5,69.0,35.0,2
896,0,4,6,2,15,0,0,11.5,11.5,51.0,36.5,7
1496,0,4,6,2,16,0,0,11.5,11.5,45.5,40.5,2
2966,0,4,6,2,17,0,0,11.5,11.5,44.0,39.0,7
2930,0,4,6,2,18,0,0,10.5,8.5,54.0,34.0,7
1747,0,4,6,2,19,0,0,9.0,5.0,56.0,32.0,2
915,0,4,6,2,20,0,0,9.0,5.0,56.0,29.5,2
640,0,4,6,2,21,0,0,8.0,4.0,62.0,28.0,1
443,0,4,6,2,22,0,0,7.5,4.0,68.5,24.0,1
314,0,4,6,2,23,0,0,7.0,3.0,71.0,27.0,1
161,0,4,7,3,0,0,0,7.0,3.0,71.0,24.0,1
78,0,4,7,3,1,0,0,7.0,3.5,71.0,22.0,1
75,0,4,7,3,2,0,0,6.0,2.0,76.0,24.0,1
41,0,4,7,3,3,0,0,6.0,2.0,76.0,21.0,1
37,0,4,7,3,4,0,0,6.0,2.0,76.0,22.0,2
94,0,4,7,3,5,0,0,6.0,2.0,73.5,26.0,3
540,0,4,7,3,6,0,0,6.0,2.0,76.0,26.0,3
1864,0,4,7,3,7,0,0,6.5,2.5,73.5,26.0,7
1748,0,4,7,3,9,0,0,8.0,4.0,66.0,29.0,3
754,0,4,7,3,10,0,0,9.0,6.0,66.0,26.0,7
682,0,4,7,3,11,0,0,8.5,4.5,68.5,29.0,7
763,0,4,7,3,12,0,0,8.0,4.0,76.0,26.0,7
636,0,4,7,3,13,0,0,8.0,4.5,82.0,23.0,7
515,0,4,7,3,14,0,0,8.0,4.5,84.5,22.0,7
826,0,4,7,3,15,0,0,10.0,8.0,76.0,16.0,3
1362,0,4,7,3,16,0,0,10.0,8.5,74.0,18.5,7
2017,0,4,7,3,17,0,0,9.0,6.0,79.0,20.0,7
2358,0,4,7,3,18,0,0,10.0,8.0,73.5,14.0,7
1457,0,4,7,3,19,0,0,9.0,7.0,79.0,14.0,7
825,0,4,7,3,20,0,0,8.5,7.5,79.0,8.5,2
643,0,4,7,3,21,0,0,9.0,6.0,71.0,17.0,1
518,0,4,7,3,22,0,0,9.0,6.5,76.0,17.0,2
364,0,4,7,3,23,0,0,8.0,5.5,82.0,14.0,3
183,0,4,8,4,0,0,0,7.5,5.5,84.5,12.0,2
151,0,4,8,4,1,0,0,7.0,4.5,87.0,15.0,1
60,0,4,8,4,2,0,0,7.0,4.0,84.0,16.0,1
41,0,4,8,4,3,0,0,6.0,4.0,90.0,9.0,1
50,0,4,8,4,4,0,0,6.0,3.5,90.0,13.0,3
87,0,4,8,4,5,0,0,6.0,4.0,90.0,10.0,4
525,0,4,8,4,6,0,0,6.5,4.5,90.0,9.0,3
1749,0,4,8,4,7,0,0,7.0,6.0,87.0,7.0,3
3526,0,4,8,4,8,0,0,8.0,7.0,82.0,7.0,3
1893,0,4,8,4,9,0,0,9.0,8.0,79.0,7.0,2
905,0,4,8,4,10,0,0,10.0,8.0,76.0,11.0,3
947,0,4,8,4,11,0,0,11.5,11.5,67.0,10.0,3
1212,0,4,8,4,12,0,0,11.5,11.5,60.0,7.0,2
1306,0,4,8,4,13,0,0,12.0,12.0,58.0,10.0,3
1194,0,4,8,4,14,0,0,12.0,12.0,56.0,11.0,3
1448,0,4,8,4,15,0,0,13.5,13.5,53.0,6.5,1
1801,0,4,8,4,16,0,0,13.5,13.5,49.5,8.0,2
3165,0,4,8,4,17,0,0,13.0,13.0,51.0,13.0,2
2619,0,4,8,4,18,0,0,12.5,12.5,57.0,18.0,1
1620,0,4,8,4,19,0,0,11.5,11.5,62.5,17.0,1
964,0,4,8,4,20,0,0,10.5,10.0,69.0,11.0,1
676,0,4,8,4,21,0,0,10.0,8.0,73.5,13.0,1
625,0,4,8,4,22,0,0,9.5,7.5,71.0,14.0,1
444,0,4,8,4,23,0,0,9.0,7.0,71.0,14.0,1
389,0,4,9,5,0,0,1,8.0,5.0,79.0,16.0,1
266,0,4,9,5,1,0,1,8.0,6.0,82.0,10.0,1
184,0,4,9,5,2,0,1,8.0,6.0,82.0,12.0,2
132,0,4,9,5,3,0,1,9.0,6.5,82.0,15.0,7
96,0,4,9,5,4,0,1,8.5,5.5,84.5,17.0,7
57,0,4,9,5,5,0,1,8.5,5.5,84.5,17.0,7
119,0,4,9,5,6,0,1,8.0,5.0,87.0,18.5,4
128,0,4,9,5,7,0,1,8.0,5.0,90.0,16.0,7
246,0,4,9,5,8,0,1,8.0,5.5,90.0,15.0,7
563,0,4,9,5,9,0,1,8.0,6.0,87.0,9.0,3
1030,0,4,9,5,10,0,1,9.0,7.0,79.0,15.0,3
1367,0,4,9,5,11,0,1,10.5,9.5,60.5,17.0,3
1698,0,4,9,5,12,0,1,11.0,11.0,52.5,15.0,2
1938,0,4,9,5,13,0,1,11.5,11.5,45.5,13.0,2
1793,0,4,9,5,14,0,1,12.0,12.0,51.0,15.0,3
1780,0,4,9,5,15,0,1,11.0,11.0,58.0,20.5,2
1759,0,4,9,5,16,0,1,10.5,9.0,58.0,21.0,2
1672,0,4,9,5,17,0,1,10.0,7.5,64.5,17.5,7
1435,0,4,9,5,18,0,1,10.5,9.0,54.0,23.0,2
1062,0,4,9,5,19,0,1,9.5,6.5,58.0,23.0,3
701,0,4,9,5,20,0,1,8.0,4.5,59.5,20.5,2
466,0,4,9,5,21,0,1,7.0,4.5,66.0,14.0,1
407,0,4,9,5,22,0,1,7.0,5.0,71.0,11.0,1
416,0,4,9,5,23,0,1,6.0,4.0,71.0,9.0,2
359,0,4,10,6,0,0,1,5.5,3.5,73.5,7.0,1
313,0,4,10,6,1,0,1,5.0,3.0,76.0,8.0,1
188,0,4,10,6,2,0,1,5.5,3.5,73.5,8.0,1
187,0,4,10,6,3,0,1,5.0,4.5,75.5,5.0,1
107,0,4,10,6,4,0,1,3.5,1.0,81.0,9.0,1
76,0,4,10,6,5,0,1,3.5,1.0,81.0,10.0,1
102,0,4,10,6,6,0,1,3.0,0.0,84.0,9.0,1
168,0,4,10,6,7,0,1,4.5,1.5,78.5,12.0,1
348,0,4,10,6,8,0,1,7.5,5.0,71.0,14.0,1
808,0,4,10,6,9,0,1,9.5,6.5,60.0,22.0,1
1354,0,4,10,6,10,0,1,10.5,9.0,50.5,23.0,1
1961,0,4,10,6,11,0,1,11.5,11.5,45.5,22.0,1
2486,0,4,10,6,12,0,1,12.0,12.0,41.0,28.0,1
2561,0,4,10,6,13,0,1,11.5,11.5,47.0,27.5,1
2445,0,4,10,6,14,0,1,11.0,11.0,52.0,32.0,1
2378,0,4,10,6,15,0,1,11.0,11.0,56.0,34.0,1
2124,0,4,10,6,16,0,1,10.5,8.5,60.0,38.0,1
1639,0,4,10,6,17,0,1,10.5,8.5,60.0,35.0,1
1386,0,4,10,6,18,0,1,10.0,7.0,67.0,30.0,1
912,0,4,10,6,19,0,1,10.0,6.5,67.0,30.5,1
558,0,4,10,6,20,0,1,9.0,6.0,76.0,24.0,1
387,0,4,10,6,21,0,1,9.0,6.0,76.0,23.0,1
367,0,4,10,6,22,0,1,10.0,8.0,76.0,18.0,1
204,0,4,10,6,23,0,1,10.0,7.0,82.0,20.0,1
107,0,4,11,0,0,0,0,11.0,11.0,77.0,15.0,7
70,0,4,11,0,1,0,0,10.0,8.0,82.0,16.0,2
52,0,4,11,0,2,0,0,10.0,8.0,88.0,17.0,1
40,0,4,11,0,3,0,0,10.0,7.0,88.0,23.0,1
43,0,4,11,0,4,0,0,10.0,7.0,85.0,24.0,1
95,0,4,11,0,5,0,0,10.0,7.5,82.0,20.5,1
587,0,4,11,0,6,0,0,10.5,9.0,79.5,23.0,1
1925,0,4,11,0,7,0,0,11.0,11.0,77.0,22.0,1
3892,0,4,11,0,8,0,0,12.0,12.0,72.0,24.0,1
1910,0,4,11,0,9,0,0,12.0,12.0,72.0,24.0,1
823,0,4,11,0,10,0,0,13.0,13.0,67.0,25.0,1
846,0,4,11,0,11,0,0,14.0,14.0,65.0,19.5,2
1059,0,4,11,0,12,0,0,14.0,14.0,65.0,17.0,2
1073,0,4,11,0,13,0,0,14.0,14.0,67.0,15.0,2
528,0,4,11,0,14,0,0,14.0,14.0,72.0,14.0,7
310,0,4,11,0,15,0,0,12.5,12.5,82.5,12.0,7
832,0,4,11,0,16,0,0,12.0,12.0,88.0,9.0,7
2760,0,4,11,0,17,0,0,13.0,13.0,82.0,7.0,3
2994,0,4,11,0,18,0,0,13.0,13.0,79.5,6.5,3
1803,0,4,11,0,19,0,0,13.0,13.0,82.0,7.5,2
946,0,4,11,0,20,0,0,12.5,12.5,82.0,7.0,3
621,0,4,11,0,21,0,0,12.0,12.0,79.5,10.0,2
449,0,4,11,0,22,0,0,11.0,11.0,88.0,13.0,2
245,0,4,11,0,23,0,0,11.0,11.0,85.0,14.0,1
125,0,4,12,1,0,0,0,11.0,11.0,82.0,15.0,7
88,0,4,12,1,1,0,0,10.0,8.0,88.0,12.0,7
31,0,4,12,1,2,0,0,10.0,8.0,82.0,15.0,7
11,0,4,12,1,3,0,0,9.0,7.0,87.0,14.0,7
25,0,4,12,1,4,0,0,9.0,7.5,94.0,10.0,7
87,0,4,12,1,5,0,0,9.0,8.0,90.5,8.0,7
650,0,4,12,1,6,0,0,9.0,8.0,87.0,9.0,2
2016,0,4,12,1,7,0,0,9.0,8.0,87.0,8.0,2
4135,0,4,12,1,8,0,0,10.0,8.0,76.0,14.0,2
2065,0,4,12,1,9,0,0,11.5,11.5,72.0,14.0,1
982,0,4,12,1,10,0,0,12.5,12.5,61.0,16.0,1
926,0,4,12,1,11,0,0,14.5,14.5,49.5,15.0,1
1231,0,4,12,1,12,0,0,15.5,15.5,42.0,14.0,2
1286,0,4,12,1,13,0,0,16.0,16.0,40.5,19.0,2
1241,0,4,12,1,14,0,0,16.0,16.0,42.0,18.5,7
1339,0,4,12,1,15,0,0,17.0,17.0,35.5,17.0,1
1898,0,4,12,1,16,0,0,16.5,16.5,36.5,19.5,2
3706,0,4,12,1,17,0,0,16.0,16.0,41.0,13.0,1
3842,0,4,12,1,18,0,0,13.5,13.5,57.0,12.0,1
2116,0,4,12,1,19,0,0,13.0,13.0,61.0,10.0,1
1142,0,4,12,1,20,0,0,12.5,12.5,65.0,10.0,1
824,0,4,12,1,21,0,0,11.0,11.0,72.0,13.0,1
607,0,4,12,1,22,0,0,10.5,10.0,74.0,8.0,1
372,0,4,12,1,23,0,0,10.0,9.5,73.5,5.5,1
187,0,4,13,2,0,0,0,10.0,10.0,76.0,5.0,1
103,0,4,13,2,1,0,0,9.0,8.0,76.0,6.5,1
66,0,4,13,2,2,0,0,9.0,8.0,73.5,7.0,1
64,0,4,13,2,3,0,0,8.0,7.0,79.0,7.0,1
46,0,4,13,2,4,0,0,8.0,7.5,76.0,5.0,1
117,0,4,13,2,5,0,0,7.0,6.5,84.0,5.0,1
696,0,4,13,2,6,0,0,6.5,6.5,87.0,0.0,1
2301,0,4,13,2,7,0,0,8.0,7.5,78.5,5.5,1
4406,0,4,13,2,8,0,0,9.5,9.0,73.5,3.5,1
2224,0,4,13,2,9,0,0,12.0,12.0,65.0,3.0,1
1003,0,4,13,2,10,0,0,14.0,14.0,52.0,2.0,1
1001,0,4,13,2,11,0,0,15.0,15.0,45.0,6.5,2
1366,0,4,13,2,12,0,0,16.0,16.0,39.0,9.0,2
1319,0,4,13,2,13,0,0,17.0,17.0,34.5,12.0,1
1325,0,4,13,2,14,0,0,17.0,17.0,34.0,11.0,1
1464,0,4,13,2,15,0,0,17.0,17.0,33.0,12.0,1
1929,0,4,13,2,16,0,0,16.5,16.5,39.5,11.0,1
3680,0,4,13,2,17,0,0,16.0,16.0,39.0,9.0,1
3575,0,4,13,2,18,0,0,16.0,16.0,40.5,6.5,1
1997,0,4,13,2,19,0,0,15.0,15.0,51.0,8.0,7
1056,0,4,13,2,20,0,0,14.0,14.0,57.0,11.0,1
762,0,4,13,2,21,0,0,14.0,14.0,63.0,6.0,1
669,0,4,13,2,22,0,0,14.0,14.0,57.0,9.0,1
406,0,4,13,2,23,0,0,13.0,13.0,61.0,8.0,1
161,0,4,14,3,0,0,0,13.0,13.0,63.0,8.0,7
115,0,4,14,3,1,0,0,12.0,12.0,69.5,5.0,1
84,0,4,14,3,2,0,0,11.5,11.5,69.5,8.0,1
37,0,4,14,3,3,0,0,10.5,9.5,74.0,11.0,1
54,0,4,14,3,4,0,0,10.0,8.0,76.0,11.0,1
99,0,4,14,3,5,0,0,9.0,8.0,79.0,8.0,1
670,0,4,14,3,6,0,0,9.0,8.0,79.0,8.0,1
2243,0,4,14,3,7,0,0,10.5,10.5,69.0,2.0,1
4358,0,4,14,3,8,0,0,11.5,11.5,67.5,7.0,1
2230,0,4,14,3,9,0,0,12.5,12.5,61.0,6.0,1
1056,0,4,14,3,10,0,0,14.5,14.5,55.0,5.5,1
965,0,4,14,3,11,0,0,15.0,15.0,51.0,7.5,1
1346,0,4,14,3,12,0,0,16.0,16.0,48.0,11.0,2
1226,0,4,14,3,13,0,0,17.0,17.0,43.5,15.0,2
1031,0,4,14,3,14,0,0,16.5,16.5,48.5,15.0,1
1204,0,4,14,3,15,0,0,16.0,16.0,55.5,13.0,2
1786,0,4,14,3,16,0,0,16.5,16.5,50.5,14.0,3
3507,0,4,14,3,17,0,0,16.0,16.0,52.0,17.0,2
3530,0,4,14,3,18,0,0,15.0,15.0,49.5,14.0,2
2018,0,4,14,3,19,0,0,14.0,14.0,51.0,10.0,1
1151,0,4,14,3,20,0,0,14.0,14.0,53.0,11.0,1
832,0,4,14,3,21,0,0,13.0,13.0,59.0,13.0,2
608,0,4,14,3,22,0,0,12.0,12.0,69.5,13.0,7
300,0,4,14,3,23,0,0,11.0,11.0,82.0,6.0,7
173,0,4,15,4,0,0,0,10.0,10.0,88.0,3.0,7
103,0,4,15,4,1,0,0,10.0,10.0,88.0,2.0,7
43,0,4,15,4,2,0,0,10.0,10.0,88.0,0.0,7
26,0,4,15,4,3,0,0,10.0,10.0,85.0,2.0,7
39,0,4,15,4,4,0,0,10.0,10.0,88.0,6.0,7
65,0,4,15,4,5,0,0,10.0,10.0,88.0,4.0,7
430,0,4,15,4,6,0,0,10.0,10.0,88.0,0.0,7
1336,0,4,15,4,7,0,0,10.0,10.0,88.0,6.0,3
3054,0,4,15,4,8,0,0,10.5,10.5,88.0,5.5,3
1607,0,4,15,4,9,0,0,11.5,11.5,82.5,11.0,3
912,0,4,15,4,10,0,0,12.0,12.0,79.5,8.5,2
806,0,4,15,4,11,0,0,13.0,13.0,72.0,6.0,2
